cas_number,compound_name,related_cas,source_sheet
3048-64-4,５－ビニルビシクロ［２．２．１］ヘプタ－２－エン,3048-64-4,R8.4時点適用対象物質及び裾切値一覧
3048-65-5,３ａ，４，７，７ａ－テトラヒドロ－１Ｈ－インデン,3048-65-5,R8.4時点適用対象物質及び裾切値一覧
305-03-3,４－［４－［ビス（２－クロロエチル）アミノ］フェニル］ブタン酸,305-03-3,R8.4時点適用対象物質及び裾切値一覧
30516-87-1,１－［（２Ｒ，４Ｓ，５Ｓ）－４－アジド－５－（ヒドロキシメチル）オキソラン－２－イル］－５－メチルピリミジン－２，４－ジオン,30516-87-1,R8.4時点適用対象物質及び裾切値一覧
30560-19-1,（ＲＳ）－Ｏ，Ｓ－ジメチル＝アセチルホスホルアミドチオアート（別名アセフェート）,30560-19-1,R8.4時点適用対象物質及び裾切値一覧
306-83-2,２，２－ジクロロ－１，１，１－トリフルオロエタン（別名ＨＣＦＣ－１２３）,306-83-2,R8.4時点適用対象物質及び裾切値一覧
306-98-9,ペルフルオロ（１，２－ジメチルシクロヘキサン）,306-98-9,R8.4時点適用対象物質及び裾切値一覧
30674-80-7,メタクリル酸２－イソシアナトエチル,30674-80-7,R8.4時点適用対象物質及び裾切値一覧
3068-88-0,ベータ－ブチロラクトン,"3068-88-0,36536-46-6",R8.4時点適用対象物質及び裾切値一覧
307-24-4,ウンデカフルオロヘキサン酸,307-24-4,R10.4追加等対象物質及び裾切値一覧
30776-59-1,テトラデシルベンゼンスルホン酸及びそのナトリウム塩,"30776-59-1,28348-61-0",R8.4時点適用対象物質及び裾切値一覧
3078-97-5,ジエチルパラジメチルアミノスルホニルフェニルチオホスフェイト,3078-97-5,R8.4時点適用対象物質及び裾切値一覧
309-00-2,１，２，３，４，１０，１０－ヘキサクロロ－１，４，４ａ，５，８，８ａ－ヘキサヒドロ－エキソ－１，４－エンド－５，８－ジメタノナフタレン（別名アルドリン）,309-00-2,R8.4時点適用対象物質及び裾切値一覧
31093-47-7,デシルベンゼンスルホン酸及びそのナトリウム塩,"31093-47-7,1322-98-1",R8.4時点適用対象物質及び裾切値一覧
3115-68-2,テトラブチルホスホニウム＝ブロミド,3115-68-2,R8.4時点適用対象物質及び裾切値一覧
3120-74-9,３－メチル－４－（メチルチオ）フェノール,3120-74-9,R8.4時点適用対象物質及び裾切値一覧
3121-61-7,アクリル酸２－メトキシエチル,3121-61-7,R8.4時点適用対象物質及び裾切値一覧
31218-83-4,Ｎ－エチル－Ｏ－（２－イソプロポキシカルボニル－１－メチルビニル）－Ｏ－メチルチオホスホルアミド（別名プロペタンホス）,31218-83-4,R8.4時点適用対象物質及び裾切値一覧
31242-93-0,塩素化ジフェニルオキシド,31242-93-0,R8.4時点適用対象物質及び裾切値一覧
3129-91-7,ジシクロヘキシルアミン亜硝酸塩,3129-91-7,R8.4時点適用対象物質及び裾切値一覧
3132-64-7,１－ブロモ－２，３－エポキシプロパン,3132-64-7,R8.4時点適用対象物質及び裾切値一覧
31330-63-9,４－（２Ｈ－テトラゾール－５－イル）テトラアザ－３－エン－２－カルボキシミドアミド一水和物,31330-63-9,R8.4時点適用対象物質及び裾切値一覧
314-40-9,５－ブロモ－３－セカンダリ－ブチル－６－メチル－１，２，３，４－テトラヒドロピリミジン－２，４－ジオン（別名ブロマシル）,314-40-9,R8.4時点適用対象物質及び裾切値一覧
3165-93-3,４－クロロ－２－メチルアニリン及びその塩酸塩,"95-69-2,3165-93-3",R8.4時点適用対象物質及び裾切値一覧
317-34-0,アミノフィリン,317-34-0,R8.4時点適用対象物質及び裾切値一覧
3173-72-6,１，５－ナフタレンジイル＝ジイソシアネート,3173-72-6,R8.4時点適用対象物質及び裾切値一覧
31895-21-3,５－ジメチルアミノ－１，２，３－トリチアン（別名チオシクラム）,31895-21-3,R8.4時点適用対象物質及び裾切値一覧
320-67-2,４－アミノ－１－ベータ－Ｄ－リボフラノシル－１，３，５－トリアジン－２（１Ｈ）－オン,320-67-2,R8.4時点適用対象物質及び裾切値一覧
32055-14-4,アルファ－（イソシアナトベンジル）－オメガ－（イソシアナトフェニル）ポリ［（イソシアナトフェニレン）メチレン］,"9016-87-9,32055-14-4",R9.4追加等対象物質及び裾切値一覧
3209-22-1,１，２－ジクロロ－３－ニトロベンゼン,3209-22-1,R8.4時点適用対象物質及び裾切値一覧
32210-23-4,４－ターシャリ－ブチルシクロヘキシル＝アセタート,32210-23-4,R9.4追加等対象物質及び裾切値一覧
32241-08-0,ヘプタクロロナフタレン,32241-08-0,R8.4時点適用対象物質及び裾切値一覧
3228-02-2,４－イソプロピル－３－メチルフェノール,3228-02-2,R9.4追加等対象物質及び裾切値一覧
32388-55-9,１－［（１Ｒ，２Ｒ，５Ｓ，７Ｒ）－２，６，６，８－テトラメチルトリシクロ［５．３．１．０１，５］ウンデカ－８－エン－９－イル］エタノン,32388-55-9,R9.4追加等対象物質及び裾切値一覧
32534-81-9,ペンタブロモ（フェノキシベンゼン）（別名ペンタブロモジフェニルエーテル）,32534-81-9,R8.4時点適用対象物質及び裾切値一覧
32536-52-0,オクタブロモジフェニルエーテル,32536-52-0,R8.4時点適用対象物質及び裾切値一覧
3268-49-3,３－メチルチオプロパナール,3268-49-3,R8.4時点適用対象物質及び裾切値一覧
32768-54-0,２，３－ジクロロトルエン,32768-54-0,R8.4時点適用対象物質及び裾切値一覧
328-84-7,１，２－ジクロロ－４－（トリフルオロメチル）ベンゼン,328-84-7,R8.4時点適用対象物質及び裾切値一覧
32809-16-8,Ｎ－（３，５－ジクロロフェニル）－１，２－ジメチルシクロプロパン－１，２－ジカルボキシミド（別名プロシミドン）,32809-16-8,R9.4追加等対象物質及び裾切値一覧
3281-96-7,３，５－ジブロム－４－ヒドロキシ－４’－ニトロアゾベンゼン,3281-96-7,R8.4時点適用対象物質及び裾切値一覧
3282-30-2,２，２－ジメチルプロパノイルクロライド（別名トリメチルアセチルクロライド）,3282-30-2,R8.4時点適用対象物質及び裾切値一覧
3296-90-0,２，２－ビス（ブロモメチル）プロパン－１，３－ジオール（別名ジブロモネオペンチルグリコール）,3296-90-0,R8.4時点適用対象物質及び裾切値一覧
330-54-1,３－（３，４－ジクロロフェニル）－１，１－ジメチル尿素（別名ジウロン）,330-54-1,R8.4時点適用対象物質及び裾切値一覧
330-55-2,３－（３，４－ジクロロフェニル）－１－メトキシ－１－メチル尿素（別名リニュロン）,330-55-2,R8.4時点適用対象物質及び裾切値一覧
33089-61-1,３－メチル－１，５－ジ（２，４－キシリル）－１，３，５－トリアザペンタ－１，４－ジエン（別名アミトラズ）,33089-61-1,R8.4時点適用対象物質及び裾切値一覧
3309-87-3,ジメチル－Ｓ－パラクロルフェニルチオホスフェイト（別名ＤＭＣＰ）,3309-87-3,R8.4時点適用対象物質及び裾切値一覧
3327-22-8,３－クロロ－２－ヒドロキシプロパ－１－イル（トリメチル）アミニウム＝クロリド,3327-22-8,R8.4時点適用対象物質及び裾切値一覧
333-20-0,チオシアン酸カリウム,333-20-0,R8.4時点適用対象物質及び裾切値一覧
333-29-9,ジエチル－（１，３－ジチオシクロペンチリデン）－チオホスホルアミド,333-29-9,R8.4時点適用対象物質及び裾切値一覧
333-41-5,チオりん酸Ｏ，Ｏ－ジエチル－Ｏ－（２－イソプロピル－６－メチル－４－ピリミジニル）（別名ダイアジノン）,333-41-5,R8.4時点適用対象物質及び裾切値一覧
3333-52-6,テトラメチルこはく酸ニトリル,3333-52-6,R8.4時点適用対象物質及び裾切値一覧
334-48-5,デカン酸,334-48-5,R8.4時点適用対象物質及び裾切値一覧
334-88-3,ジアゾメタン,334-88-3,R8.4時点適用対象物質及び裾切値一覧
33419-42-0,（５Ｓ，５ａＲ，８ａＲ，９Ｒ）－９－（４－ヒドロキシ－３，５－ジメトキシフェニル）－８－オキソ－５，５ａ，６，８，８ａ，９－ヘキサヒドロフロ［３’，４’：６，７］ナフト［２，３－ｄ］［１，３］ジオキソール－５－イル＝４，６－Ｏ－［（Ｒ）－エチリデン］－ベータ－Ｄ－グルコピラノシド（別名エトポシド）,33419-42-0,R8.4時点適用対象物質及び裾切値一覧
33439-45-1,Ｎ－（３－クロル－４－クロルジフルオロメチルチオフェニル）－Ｎ’，Ｎ’－ジメチルウレア,33439-45-1,R8.4時点適用対象物質及び裾切値一覧
3347-22-6,２，３－ジシアノ－１，４－ジチアアントラキノン（別名ジチアノン）,3347-22-6,R8.4時点適用対象物質及び裾切値一覧
335-67-1,ペルフルオロオクタン酸及びそのアンモニウム塩,"335-67-1,3825-26-1",R8.4時点適用対象物質及び裾切値一覧
335-76-2,ノナデカフルオロデカン酸,335-76-2,R10.4追加等対象物質及び裾切値一覧
337458-27-2,１－アセチル－１，２，３，４－テトラヒドロ－３－［（３－ピリジルメチル）アミノ］－６－［１，２，２，２－テトラフルオロ－１－（トリフルオロメチル）エチル］キナゾリン－２－オン（別名ピリフルキナゾン）,337458-27-2,R9.4追加等対象物質及び裾切値一覧
3383-96-8,チオジ（パラ－フェニレン）－ジオキシ－ビス（チオホスホン酸）Ｏ，Ｏ，Ｏ’，Ｏ’－テトラメチル（別名テメホス）,3383-96-8,R8.4時点適用対象物質及び裾切値一覧
3391-86-4,１－オクテン－３－オール,3391-86-4,R8.4時点適用対象物質及び裾切値一覧
34014-18-1,１－（５－ターシャリ－ブチル－１，３，４－チアジアゾール－２－イル）－１，３－ジメチル尿素（別名テブチウロン）,34014-18-1,R9.4追加等対象物質及び裾切値一覧
34256-82-1,２－クロロ－Ｎ－（エトキシメチル）－Ｎ－（２－エチル－６－メチルフェニル）アセトアミド,34256-82-1,R8.4時点適用対象物質及び裾切値一覧
3452-97-9,３，５，５－トリメチル－１－ヘキサノール,3452-97-9,R8.4時点適用対象物質及び裾切値一覧
3454-29-3,２，２’－［［［２－エチル－２－［（オキシラン－２－イルメトキシ）メチル］プロパン－１，３－ジイル］ビス（オキシ）］ビス（メチレン）］ビス（オキシラン）,3454-29-3,R9.4追加等対象物質及び裾切値一覧
3457-61-2,１，１－ジメチルエチル＝１－メチル－１－フェニルエチル＝ペルオキシド,3457-61-2,R8.4時点適用対象物質及び裾切値一覧
34590-94-8,１－（２－メトキシ－２－メチルエトキシ）－２－プロパノール,34590-94-8,R8.4時点適用対象物質及び裾切値一覧
34643-46-4,ジチオりん酸Ｏ－２，４－ジクロロフェニル－Ｏ－エチル－Ｓ－プロピル（別名プロチオホス）,34643-46-4,R8.4時点適用対象物質及び裾切値一覧
348-61-8,４－ブロモ－１，２－ジフルオロベンゼン,348-61-8,R8.4時点適用対象物質及び裾切値一覧
348635-87-0,３－（３－ブロモ－６－フルオロ－２－メチルインドール－１－イルスルホニル）－Ｎ，Ｎ－ジメチル－１，２，４－トリアゾール－１－スルホンアミド（別名アミスルブロム）,348635-87-0,R8.4時点適用対象物質及び裾切値一覧
351-05-3,モノフルオール酢酸パラブロムアニリド,351-05-3,R8.4時点適用対象物質及び裾切値一覧
3524-68-3,２－［（アクリロイルオキシ）メチル］－２－（ヒドロキシメチル）プロパン－１，３－ジイル＝ジアクリラート,3524-68-3,R8.4時点適用対象物質及び裾切値一覧
353-50-4,弗化カルボニル,353-50-4,R8.4時点適用対象物質及び裾切値一覧
353-59-3,ブロモクロロジフルオロメタン（別名ハロン－１２１１）,353-59-3,R8.4時点適用対象物質及び裾切値一覧
35367-38-5,１－（４－クロロフェニル）－３－（２，６－ジフルオロベンゾイル）尿素（別名ジフルベンズロン）,35367-38-5,R9.4追加等対象物質及び裾切値一覧
354-33-6,ペンタフルオロエタン（高圧のガスの状態のものに限る。）,354-33-6,R8.4時点適用対象物質及び裾切値一覧
35400-43-2,ジチオりん酸Ｏ－エチル－Ｏ－（４－メチルチオフェニル）－Ｓ－ノルマル－プロピル（別名スルプロホス）,35400-43-2,R8.4時点適用対象物質及び裾切値一覧
355-46-4,ペルフルオロ（ヘキサン－１－スルホン酸）（別名ＰＦＨｘＳ）,355-46-4,R10.4追加等対象物質及び裾切値一覧
35554-44-0,１－［２－（アリルオキシ）－２－（２，４－ジクロロフェニル）エチル］－１Ｈ－イミダゾール,35554-44-0,R8.4時点適用対象物質及び裾切値一覧
35597-43-4,Ｌ－２－アミノ－４－［（ヒドロキシ）（メチル）ホスフィノイル］ブチリル－Ｌ－アラニル－Ｌ－アラニン,35597-43-4,R8.4時点適用対象物質及び裾切値一覧
3564-09-8,ジナトリウム＝３－ヒドロキシ－４－［（２，４，５－トリメチルフェニル）アゾ］－２，７－ナフタレンジスルホナート（別名ポンソー３Ｒ）,3564-09-8,R8.4時点適用対象物質及び裾切値一覧
357-57-3,ブルシン,357-57-3,R8.4時点適用対象物質及び裾切値一覧
3570-75-0,（２－ホルミルヒドラジノ）－４－（５－ニトロ－２－フリル）チアゾール,3570-75-0,R8.4時点適用対象物質及び裾切値一覧
36335-67-8,Ｏ－エチル＝Ｏ－（６－ニトロ－メタ－トリル）＝セカンダリ－ブチルホスホルアミドチオアート（別名ブタミホス）,36335-67-8,R8.4時点適用対象物質及び裾切値一覧
3634-83-1,１，３－ビス（イソシアナトメチル）ベンゼン,3634-83-1,R9.4追加等対象物質及び裾切値一覧
36437-37-3,２－（２Ｈ－ベンゾトリアゾール－２－イル）－６－セカンダリ－ブチル－４－ターシャリ－ブチルフェノール,36437-37-3,R8.4時点適用対象物質及び裾切値一覧
3648-21-3,フタル酸ジヘプチル,3648-21-3,R8.4時点適用対象物質及び裾切値一覧
36483-57-5,３－ブロモ－２，２－ビス（ブロモメチル）プロパン－１－オール,"1522-92-5,36483-57-5",R9.4追加等対象物質及び裾切値一覧
36536-46-6,ベータ－ブチロラクトン,"3068-88-0,36536-46-6",R8.4時点適用対象物質及び裾切値一覧
366-18-7,２，２’－ビピリジル,366-18-7,R8.4時点適用対象物質及び裾切値一覧
36614-38-7,ジメチル－（イソプロピルチオエチル）－ジチオホスフェイト,36614-38-7,R8.4時点適用対象物質及び裾切値一覧
36734-19-7,３－（３，５－ジクロロフェニル）－Ｎ－イソプロピル－２，４－ジオキソイミダゾリジン－１－カルボキサミド（別名イプロジオン）,36734-19-7,R8.4時点適用対象物質及び裾切値一覧
3689-24-5,オキシビス（チオホスホン酸）Ｏ，Ｏ，Ｏ’，Ｏ’－テトラエチル（別名スルホテップ）,3689-24-5,R8.4時点適用対象物質及び裾切値一覧
3691-35-8,２－（フェニルパラクロルフェニルアセチル）－１，３－インダンジオン,3691-35-8,R8.4時点適用対象物質及び裾切値一覧
3697-24-3,５－メチルクリセン,3697-24-3,R8.4時点適用対象物質及び裾切値一覧
3699-30-7,カリウム＝ジエチルジチオカルバマート,3699-30-7,R9.4追加等対象物質及び裾切値一覧
371-40-4,４－フルオロアニリン,371-40-4,R8.4時点適用対象物質及び裾切値一覧
3710-30-3,オクタ－１，７－ジエン,3710-30-3,R8.4時点適用対象物質及び裾切値一覧
3710-84-7,Ｎ，Ｎ－ジエチルヒドロキシルアミン,3710-84-7,R8.4時点適用対象物質及び裾切値一覧
372-09-8,シアノ酢酸,372-09-8,R8.4時点適用対象物質及び裾切値一覧
3724-65-0,クロトン酸,3724-65-0,R8.4時点適用対象物質及び裾切値一覧
375-73-5,ノナフルオロブタン－１－スルホン酸,375-73-5,R10.4追加等対象物質及び裾切値一覧
375-85-9,トリデカフルオロヘプタン酸,375-85-9,R10.4追加等対象物質及び裾切値一覧
375-95-1,ペルフルオロノナン酸,375-95-1,R8.4時点適用対象物質及び裾切値一覧
3761-41-9,Ｏ，Ｏ－ジメチル－Ｏ－（３－メチル－４－メチルスルフィニルフェニル）－チオホスフェイト（別名メスルフェンホス）,3761-41-9,R8.4時点適用対象物質及び裾切値一覧
3761-53-3,ジナトリウム＝４－［（２，４－ジメチルフェニル）アゾ］－３－ヒドロキシ－２，７－ナフタレンジスルホナート（別名ポンソーＭＸ）,3761-53-3,R8.4時点適用対象物質及び裾切値一覧
3766-81-2,Ｎ－メチルカルバミン酸２－セカンダリ－ブチルフェニル（別名フェノブカルブ）,3766-81-2,R8.4時点適用対象物質及び裾切値一覧
3792-59-4,エチル－２，４－ジクロルフェニルチオノベンゼンホスホネイト,3792-59-4,R8.4時点適用対象物質及び裾切値一覧
3795-88-8,（Ｓ）－５－（モルホリノメチル）－３－［［（５－ニトロフラン－２－イル）メチリデン］アミノ］－１，３－オキサゾリジン－２－オン,3795-88-8,R8.4時点適用対象物質及び裾切値一覧
381-73-7,ジフルオロ酢酸,381-73-7,R8.4時点適用対象物質及び裾切値一覧
3811-04-9,塩素酸並びにそのアンモニウム塩、カリウム塩及びナトリウム塩,"7790-93-4,10192-29-7,3811-04-9,7775-09-9",R8.4時点適用対象物質及び裾切値一覧
3811-49-2,２－メトキシ－１，３，２－ベンゾジオキサホスホリン－２－スルフィド,3811-49-2,R8.4時点適用対象物質及び裾切値一覧
3811-73-2,ナトリウム＝１－オキソ－１ラムダ５－ピリジン－２－チオラート,3811-73-2,R9.4追加等対象物質及び裾切値一覧
382-21-8,１，１，３，３，３－ペンタフルオロ－２－（トリフルオロメチル）－１－プロペン（別名ＰＦＩＢ）,382-21-8,R8.4時点適用対象物質及び裾切値一覧
3825-26-1,ペルフルオロオクタン酸及びそのアンモニウム塩,"335-67-1,3825-26-1",R8.4時点適用対象物質及び裾切値一覧
3846-71-7,２－（２Ｈ－１，２，３－ベンゾトリアゾール－２－イル）－４，６－ジ－ターシャリ－ブチルフェノール,3846-71-7,R8.4時点適用対象物質及び裾切値一覧
38640-62-9,ジイソプロピルナフタレン,38640-62-9,R9.4追加等対象物質及び裾切値一覧
39156-41-7,４－メトキシベンゼン－１，３－ジアミン硫酸塩,39156-41-7,R8.4時点適用対象物質及び裾切値一覧
3926-62-3,クロロ酢酸ナトリウム,3926-62-3,R8.4時点適用対象物質及び裾切値一覧
39300-45-3,ジニトロメチルヘプチルフェニルクロトナート（別名ジノカップ）（異性体混合物を含む。）,"6119-92-2,39300-45-3",R8.4時点適用対象物質及び裾切値一覧
3942-54-9,Ｎ－メチルカルバミル－２－クロルフェノール,3942-54-9,R8.4時点適用対象物質及び裾切値一覧
39515-40-7,シアノ（３－フェノキシフェニル）メチル＝２，２－ジメチル－３－（２－メチルプロパ－１－エン－１－イル）シクロプロパン－１－カルボキシラート,39515-40-7,R8.4時点適用対象物質及び裾切値一覧
39515-41-8,（ＲＳ）－アルファ－シアノ－３－フェノキシベンジル＝２，２，３，３－テトラメチルシクロプロパンカルボキシラート（別名フェンプロパトリン）,39515-41-8,R8.4時点適用対象物質及び裾切値一覧
39603-48-0,メチレンビス（１－チオセミカルバジド）,39603-48-0,R8.4時点適用対象物質及び裾切値一覧
39680-90-5,Ｎ－メチルジチオカルバミン酸アンモニウム,39680-90-5,R8.4時点適用対象物質及び裾切値一覧
39807-15-3,５－ターシャリ－ブチル－３－［２，４－ジクロロ－５－（プロパ－２－イン－１－イルオキシ）フェニル］－１，３，４－オキサジアゾール－２（３Ｈ）－オン（別名オキサジアルギル）,39807-15-3,R9.4追加等対象物質及び裾切値一覧
40088-47-9,テトラブロモ（フェノキシベンゼン）（別名テトラブロモジフェニルエーテル）,40088-47-9,R8.4時点適用対象物質及び裾切値一覧
400882-07-7,２－（４－ターシャリ－ブチルフェニル）－２－シアノ－３－オキソ－３－（２－トリフルオロメチルフェニル）プロパン酸＝２－メトキシエチル（別名シフルメトフェン）,400882-07-7,R9.4追加等対象物質及び裾切値一覧
4016-14-2,１，２－エポキシ－３－イソプロポキシプロパン,4016-14-2,R8.4時点適用対象物質及び裾切値一覧
4016-24-4,２－スルホヘキサデカン酸－１－メチルエステルナトリウム塩,4016-24-4,R8.4時点適用対象物質及び裾切値一覧
40220-08-4,（２，４，６－トリオキソ－１，３，５－トリアジナン－１，３，５－トリイル）トリエチレン＝トリアクリラート,40220-08-4,R9.4追加等対象物質及び裾切値一覧
40487-42-1,Ｎ－（１－エチルプロピル）－２，６－ジニトロ－３，４－キシリジン（別名ペンディメタリン）,40487-42-1,R8.4時点適用対象物質及び裾切値一覧
4067-16-7,ペンタエチレンヘキサミン,4067-16-7,R8.4時点適用対象物質及び裾切値一覧
4074-88-8,オキシジエチレン＝ジアクリラート,4074-88-8,R8.4時点適用対象物質及び裾切値一覧
409-21-2,炭化けい素,409-21-2,R8.4時点適用対象物質及び裾切値一覧
4098-71-9,３－イソシアナトメチル－３，５，５－トリメチルシクロヘキシル＝イソシアネート,4098-71-9,R8.4時点適用対象物質及び裾切値一覧
4109-96-0,ジクロロシラン,4109-96-0,R8.4時点適用対象物質及び裾切値一覧
41198-08-7,チオりん酸Ｏ－４－ブロモ－２－クロロフェニル－Ｏ－エチル－Ｓ－プロピル（別名プロフェノホス）,41198-08-7,R8.4時点適用対象物質及び裾切値一覧
41205-21-4,２，３－ジクロロ－Ｎ－４－フルオロフェニルマレイミド（別名フルオルイミド）,41205-21-4,R9.4追加等対象物質及び裾切値一覧
41394-05-2,４－アミノ－３－メチル－６－フェニル－１，２，４－トリアジン－５（４Ｈ）－オン（別名メタミトロン）,41394-05-2,R8.4時点適用対象物質及び裾切値一覧
41814-78-2,５－メチル－１，２，４－トリアゾロ［３，４－ｂ］ベンゾチアゾール（別名トリシクラゾール）,41814-78-2,R8.4時点適用対象物質及び裾切値一覧
41935-39-1,ビス（２－フェノキシエチル）＝ペルオキシジカルボナート,41935-39-1,R8.4時点適用対象物質及び裾切値一覧
420-04-2,シアナミド,420-04-2,R8.4時点適用対象物質及び裾切値一覧
420-12-2,エチレンスルフィド（別名チイラン）,420-12-2,R8.4時点適用対象物質及び裾切値一覧
420-46-2,１，１，１－トリフルオロエタン,420-46-2,R8.4時点適用対象物質及び裾切値一覧
42152-47-6,７－メチルオクタ－１，６－ジエン,42152-47-6,R8.4時点適用対象物質及び裾切値一覧
42397-64-8,１，６－ジニトロピレン,42397-64-8,R8.4時点適用対象物質及び裾切値一覧
42397-65-9,１，８－ジニトロピレン,42397-65-9,R8.4時点適用対象物質及び裾切値一覧
4253-34-3,メチルシラントリイル＝トリアセタート,4253-34-3,R8.4時点適用対象物質及び裾切値一覧
4286-23-1,４－（１－メチルエテニル）フェノール,4286-23-1,R8.4時点適用対象物質及び裾切値一覧
429-06-1,ほう弗化テトラエチルアンモニウム,429-06-1,R8.4時点適用対象物質及び裾切値一覧
42978-66-5,トリプロピレングリコールジアクリラート,42978-66-5,R8.4時点適用対象物質及び裾切値一覧
431-03-8,２，３－ブタンジオン（別名ジアセチル）,431-03-8,R8.4時点適用対象物質及び裾切値一覧
431-89-0,１，１，１，２，３，３，３－ヘプタフルオロプロパン（高圧のガスの状態のものに限る。）,431-89-0,R8.4時点適用対象物質及び裾切値一覧
4418-26-2,ナトリウム＝３－アセチル－６－メチル－２，４－ジオキソ－３，４－ジヒドロ－２Ｈ－ピラン－３－イド,4418-26-2,R8.4時点適用対象物質及び裾切値一覧
4439-24-1,２－イソブトキシエタノール,4439-24-1,R8.4時点適用対象物質及び裾切値一覧
4454-05-1,３，４－ジヒドロ－２－メトキシ－２Ｈ－ピラン,4454-05-1,R8.4時点適用対象物質及び裾切値一覧
446-35-5,２，４－ジフルオロ－１－ニトロベンゼン,446-35-5,R8.4時点適用対象物質及び裾切値一覧
446-86-6,アザチオプリン,446-86-6,R8.4時点適用対象物質及び裾切値一覧
4461-52-3,メトキシメタノール,4461-52-3,R8.4時点適用対象物質及び裾切値一覧
4549-40-0,Ｎ－メチル－Ｎ－ニトロソエテンアミン,4549-40-0,R8.4時点適用対象物質及び裾切値一覧
4554-16-9,２，３－ジブロモプロパンニトリル,4554-16-9,R8.4時点適用対象物質及び裾切値一覧
459-57-4,４－フルオロベンズアルデヒド,459-57-4,R8.4時点適用対象物質及び裾切値一覧
459-72-3,２－フルオロ酢酸エチル,459-72-3,R8.4時点適用対象物質及び裾切値一覧
460-19-5,ジシアン,460-19-5,R8.4時点適用対象物質及び裾切値一覧
463-51-4,ケテン,463-51-4,R8.4時点適用対象物質及び裾切値一覧
463-58-1,硫化カルボニル,463-58-1,R8.4時点適用対象物質及び裾切値一覧
464-07-3,３，３－ジメチルブタン－２－オール（別名ピナコリルアルコール）,464-07-3,R8.4時点適用対象物質及び裾切値一覧
4682-03-5,６－ジアゾ－２，４－ジニトロシクロヘキサ－２，４－ジエン－１－オン,4682-03-5,R8.4時点適用対象物質及び裾切値一覧
4685-14-7,１，１’－ジメチル－４，４’－ビピリジニウム塩,"1910-42-5,2074-50-2,4685-14-7",R8.4時点適用対象物質及び裾切値一覧
470-82-6,１，３，３－トリメチル－２－オキサビシクロ［２．２．２］オクタン,470-82-6,R8.4時点適用対象物質及び裾切値一覧
470-90-6,ジエチル－１－（２’，４’－ジクロルフェニル）－２－クロルビニルホスフェイト,470-90-6,R8.4時点適用対象物質及び裾切値一覧
471-25-0,２－プロピン酸,471-25-0,R8.4時点適用対象物質及び裾切値一覧
4719-04-4,ヘキサヒドロ－１，３，５－トリス（２－ヒドロキシエチル）－１，３，５－トリアジン,4719-04-4,R8.4時点適用対象物質及び裾切値一覧
473278-76-1,２－［２－クロロ－４－メシル－３－［（テトラヒドロフラン－２－イルメトキシ）メチル］ベンゾイル］シクロヘキサン－１，３－ジオン（別名テフリルトリオン）,473278-76-1,R9.4追加等対象物質及び裾切値一覧
479-18-5,７－（２，３－ジヒドロキシプロピル）－１，３－ジメチル－３，７－ジヒドロ－１Ｈ－プリン－２，６－ジオン,479-18-5,R8.4時点適用対象物質及び裾切値一覧
479-45-8,テトリル,479-45-8,R8.4時点適用対象物質及び裾切値一覧
484-20-8,４－メトキシ－７Ｈ－フロ［３，２－ｇ］［１］ベンゾピラン－７－オン,484-20-8,R8.4時点適用対象物質及び裾切値一覧
485-31-4,２，４－ジニトロ－６－メチルプロピルフェノールジメチルアクリレート,485-31-4,R8.4時点適用対象物質及び裾切値一覧
4904-61-4,１，５，９－シクロドデカトリエン,4904-61-4,R8.4時点適用対象物質及び裾切値一覧
492-80-8,オーラミン,492-80-8,R8.4時点適用対象物質及び裾切値一覧
494-03-1,Ｎ，Ｎ－ビス（２－クロロエチル）－２－ナフチルアミン,494-03-1,R8.4時点適用対象物質及び裾切値一覧
494-52-0,２－（３－ピリジル）－ピペリジン（別名アナバシン）及びその硫酸塩,494-52-0,R8.4時点適用対象物質及び裾切値一覧
494793-67-8,２’－［（ＲＳ）－１，３－ジメチルブチル］－５－フルオロ－１，３－ジメチルピラゾール－４－カルボキサニリド（別名ペンフルフェン）,494793-67-8,R8.4時点適用対象物質及び裾切値一覧
49561-89-9,トリチオシクロヘプタジエン－３，４，６，７－テトラニトリル,49561-89-9,R8.4時点適用対象物質及び裾切値一覧
497-19-8,炭酸ナトリウム,497-19-8,R8.4時点適用対象物質及び裾切値一覧
4979-32-2,Ｎ，Ｎ－ジシクロヘキシル－２－ベンゾチアゾールスルフェンアミド,4979-32-2,R8.4時点適用対象物質及び裾切値一覧
50-00-0,ホルムアルデヒド,50-00-0,R8.4時点適用対象物質及び裾切値一覧
50-01-1,グアニジンの塩酸塩、硝酸塩及び炭酸塩,"50-01-1,506-93-4,593-85-1",R8.4時点適用対象物質及び裾切値一覧
50-06-6,５－エチル－５－フェニルバルビツル酸（別名フェノバルビタール）,50-06-6,R8.4時点適用対象物質及び裾切値一覧
50-18-0,シクロホスファミド及びその一水和物,"50-18-0,6055-19-2",R8.4時点適用対象物質及び裾切値一覧
50-21-5,乳酸,"50-21-5,598-82-3,79-33-4,10326-41-7",R8.4時点適用対象物質及び裾切値一覧
50-29-3,１，１，１－トリクロロ－２，２－ビス（４－クロロフェニル）エタン（別名ＤＤＴ）,50-29-3,R8.4時点適用対象物質及び裾切値一覧
50-31-7,２，３，６－トリクロロ安息香酸,50-31-7,R8.4時点適用対象物質及び裾切値一覧
